State,District,Year,Education_Literacy_Index,Healthcare_Access_Index,Food_Security_Index,Employment_Income_Index
Manipur,MN_District_4,2018,50.34,69.76,55.03,64.46
Manipur,MN_District_4,2019,51.68,71.02,55.96,65.52
Manipur,MN_District_4,2020,52.55,71.93,56.63,66.77
Manipur,MN_District_4,2021,54.75,74.62,58.49,68.11
Manipur,MN_District_4,2022,56.45,74.59,59.92,69.41
Manipur,MN_District_4,2023,58.34,73.84,62.86,70.4
Manipur,MN_District_5,2018,65.24,54.79,59.34,45.46
Manipur,MN_District_5,2019,66.04,55.73,60.75,46.74
Manipur,MN_District_5,2020,68.66,58.1,60.98,48.35
Manipur,MN_District_5,2021,69.79,58.19,61.52,48.16
Manipur,MN_District_5,2022,70.15,60.58,63.9,49.23
Manipur,MN_District_5,2023,72.65,62.18,64.29,50.68
Meghalaya,ML_District_1,2018,60.16,61.72,60.88,58.25
Meghalaya,ML_District_1,2019,61.74,63.13,61.87,59.2
Meghalaya,ML_District_1,2020,63.11,64.78,63.65,61.1
Meghalaya,ML_District_1,2021,64.62,65.69,63.42,62.59
Meghalaya,ML_District_1,2022,65.99,65.89,67.09,63.6
Meghalaya,ML_District_1,2023,68.86,68.88,66.92,67.18
Meghalaya,ML_District_2,2018,72.4,62.21,63.56,41.81
Meghalaya,ML_District_2,2019,74.03,63.35,64.51,43.55
Meghalaya,ML_District_2,2020,74.83,64.47,65.34,44.24
Meghalaya,ML_District_2,2021,76.19,66.95,66.0,44.29
Meghalaya,ML_District_2,2022,77.27,68.68,68.19,47.78
Meghalaya,ML_District_2,2023,81.11,67.36,69.87,46.38
Meghalaya,ML_District_3,2018,70.5,55.07,62.54,53.17
Meghalaya,ML_District_3,2019,72.29,56.09,63.29,54.01
Meghalaya,ML_District_3,2020,73.91,57.93,65.08,55.48
Meghalaya,ML_District_3,2021,74.53,59.47,65.33,57.4
Meghalaya,ML_District_3,2022,76.8,59.22,66.43,59.94
Meghalaya,ML_District_3,2023,79.17,61.73,68.49,59.42
Meghalaya,ML_District_4,2018,68.8,53.55,61.33,45.06
Meghalaya,ML_District_4,2019,69.72,54.8,62.55,46.16
Meghalaya,ML_District_4,2020,72.01,56.79,63.56,47.62
Meghalaya,ML_District_4,2021,72.39,57.86,65.65,48.47
Meghalaya,ML_District_4,2022,73.81,59.22,67.43,49.08
Meghalaya,ML_District_4,2023,75.03,60.88,69.27,53.09
Meghalaya,ML_District_5,2018,58.77,60.49,61.0,47.86
Meghalaya,ML_District_5,2019,60.24,61.98,62.28,48.82
Meghalaya,ML_District_5,2020,61.97,63.34,62.89,49.95
Meghalaya,ML_District_5,2021,62.48,65.69,63.62,50.72
Meghalaya,ML_District_5,2022,63.88,63.73,63.83,52.72
Meghalaya,ML_District_5,2023,67.74,68.49,66.27,54.99
Nagaland,NL_District_1,2018,67.54,59.37,60.2,45.24
Nagaland,NL_District_1,2019,69.05,60.94,60.85,46.92
Nagaland,NL_District_1,2020,70.3,61.61,62.93,48.15
Nagaland,NL_District_1,2021,70.35,64.47,62.73,48.23
Nagaland,NL_District_1,2022,71.76,62.95,62.71,49.07
Nagaland,NL_District_1,2023,75.83,64.3,67.7,53.32
Nagaland,NL_District_2,2018,65.55,50.22,51.58,51.76
Nagaland,NL_District_2,2019,67.2,51.43,52.97,53.45
Nagaland,NL_District_2,2020,67.57,53.18,54.19,54.21
Nagaland,NL_District_2,2021,69.54,53.17,54.47,54.95
Nagaland,NL_District_2,2022,71.89,53.79,56.85,55.45
Nagaland,NL_District_2,2023,69.55,59.03,55.25,59.29
Nagaland,NL_District_3,2018,65.05,61.96,72.11,64.02
Nagaland,NL_District_3,2019,65.97,63.64,73.23,65.22
Nagaland,NL_District_3,2020,68.52,65.23,74.84,67.21
Nagaland,NL_District_3,2021,68.46,64.94,74.1,69.34
Nagaland,NL_District_3,2022,70.89,68.63,75.76,69.05
Nagaland,NL_District_3,2023,70.36,69.6,75.62,71.46
Nagaland,NL_District_4,2018,59.87,65.87,59.36,60.42
Nagaland,NL_District_4,2019,61.19,66.85,60.46,61.52
Nagaland,NL_District_4,2020,62.37,69.32,61.97,62.08
Nagaland,NL_District_4,2021,65.14,69.3,63.62,64.14
Nagaland,NL_District_4,2022,66.38,71.15,64.24,64.53
Nagaland,NL_District_4,2023,66.3,71.05,66.29,68.15
Nagaland,NL_District_5,2018,62.6,46.48,63.86,54.48
Nagaland,NL_District_5,2019,63.65,47.83,64.5,55.78
Nagaland,NL_District_5,2020,65.33,48.82,65.18,57.25
Nagaland,NL_District_5,2021,65.34,50.3,66.52,58.59
Nagaland,NL_District_5,2022,68.52,53.37,67.26,59.1
Nagaland,NL_District_5,2023,69.16,52.38,69.48,62.45
Sikkim,SK_District_1,2018,66.46,61.4,55.19,59.88
Sikkim,SK_District_1,2019,68.21,62.68,56.21,61.62
Sikkim,SK_District_1,2020,68.57,63.94,57.96,63.42
Sikkim,SK_District_1,2021,70.85,63.93,58.11,62.79
Sikkim,SK_District_1,2022,71.86,65.82,58.61,64.11
Sikkim,SK_District_1,2023,74.12,68.58,59.81,68.51
Sikkim,SK_District_2,2018,74.18,53.22,74.02,40.27
Sikkim,SK_District_2,2019,75.06,54.76,74.94,41.44
Sikkim,SK_District_2,2020,75.95,56.61,75.78,42.65
Sikkim,SK_District_2,2021,79.54,56.82,78.6,45.18
Sikkim,SK_District_2,2022,79.23,57.18,76.66,44.22
Sikkim,SK_District_2,2023,80.06,61.52,81.09,45.3
Sikkim,SK_District_3,2018,51.3,59.61,56.18,46.49
Sikkim,SK_District_3,2019,52.93,60.58,57.39,48.26
Sikkim,SK_District_3,2020,53.17,62.81,58.07,49.31
Sikkim,SK_District_3,2021,54.14,63.08,60.54,50.97
Sikkim,SK_District_3,2022,58.27,64.89,59.37,50.96
Sikkim,SK_District_3,2023,57.86,66.36,62.41,53.12
Sikkim,SK_District_4,2018,68.9,48.13,64.89,58.55
Sikkim,SK_District_4,2019,70.68,49.4,66.47,59.4
Sikkim,SK_District_4,2020,71.77,50.07,68.06,62.0
Sikkim,SK_District_4,2021,73.46,52.14,67.54,61.08
Sikkim,SK_District_4,2022,74.55,53.69,67.89,64.23
Sikkim,SK_District_4,2023,73.81,52.44,68.75,62.94
Arunachal Pradesh,AR_District_1,2018,54.32,66.4,50.79,51.77
Arunachal Pradesh,AR_District_1,2019,55.27,67.54,51.41,52.73
Arunachal Pradesh,AR_District_1,2020,57.36,68.59,52.33,55.01
Arunachal Pradesh,AR_District_1,2021,58.83,69.82,54.76,56.38
Arunachal Pradesh,AR_District_1,2022,61.46,70.88,54.13,58.52
Arunachal Pradesh,AR_District_1,2023,62.97,70.69,57.56,58.73
Arunachal Pradesh,AR_District_2,2018,74.63,61.79,68.15,40.09
Arunachal Pradesh,AR_District_2,2019,75.47,63.53,69.14,41.51
Arunachal Pradesh,AR_District_2,2020,77.2,64.17,69.67,43.66
Arunachal Pradesh,AR_District_2,2021,77.81,64.49,72.41,44.5
Arunachal Pradesh,AR_District_2,2022,77.88,66.15,73.99,43.5
Arunachal Pradesh,AR_District_2,2023,80.34,67.87,74.93,44.91
Arunachal Pradesh,AR_District_3,2018,56.0,60.65,64.22,54.21
Arunachal Pradesh,AR_District_3,2019,56.8,61.86,65.28,55.65
Arunachal Pradesh,AR_District_3,2020,59.59,64.1,65.89,56.77
Arunachal Pradesh,AR_District_3,2021,60.92,64.21,67.04,59.01
Arunachal Pradesh,AR_District_3,2022,63.07,64.62,69.23,57.8
Arunachal Pradesh,AR_District_3,2023,60.86,66.66,71.13,62.76
Arunachal Pradesh,AR_District_4,2018,72.44,45.29,72.34,55.87
Arunachal Pradesh,AR_District_4,2019,73.35,46.7,73.04,57.25
Arunachal Pradesh,AR_District_4,2020,75.28,48.02,74.35,58.76
Arunachal Pradesh,AR_District_4,2021,75.19,49.26,75.18,60.79
Arunachal Pradesh,AR_District_4,2022,76.76,50.38,76.16,63.01
Arunachal Pradesh,AR_District_4,2023,79.31,51.66,79.3,63.3
Arunachal Pradesh,AR_District_5,2018,65.86,63.71,53.77,61.69
Arunachal Pradesh,AR_District_5,2019,67.46,65.2,54.44,63.47
Arunachal Pradesh,AR_District_5,2020,68.92,65.9,56.01,64.49
Arunachal Pradesh,AR_District_5,2021,69.1,66.57,55.91,66.27
Arunachal Pradesh,AR_District_5,2022,71.64,70.05,58.4,68.15
Arunachal Pradesh,AR_District_5,2023,72.58,69.02,58.61,68.02
Mizoram,MZ_District_1,2018,60.55,52.29,54.41,59.04
Mizoram,MZ_District_1,2019,61.62,53.18,55.03,60.78
Mizoram,MZ_District_1,2020,62.4,54.12,56.77,61.64
Mizoram,MZ_District_1,2021,65.8,57.67,57.96,64.38
Mizoram,MZ_District_1,2022,64.37,56.08,57.7,63.79
Mizoram,MZ_District_1,2023,67.64,57.12,58.84,63.32
Mizoram,MZ_District_2,2018,64.41,65.46,70.84,41.33
Mizoram,MZ_District_2,2019,65.69,66.82,72.36,43.02
Mizoram,MZ_District_2,2020,66.34,67.42,73.54,44.51
Mizoram,MZ_District_2,2021,67.78,70.76,74.01,43.74
Mizoram,MZ_District_2,2022,68.19,68.92,75.18,48.34
Mizoram,MZ_District_2,2023,69.19,73.09,74.26,46.15
Mizoram,MZ_District_3,2018,72.01,45.65,61.77,53.24
Mizoram,MZ_District_3,2019,73.77,46.96,62.79,54.46
Mizoram,MZ_District_3,2020,74.11,49.09,63.75,55.85
Mizoram,MZ_District_3,2021,74.71,50.75,66.47,58.07
Mizoram,MZ_District_3,2022,75.4,52.51,67.2,57.59
Mizoram,MZ_District_3,2023,78.46,51.96,65.66,61.14
Mizoram,MZ_District_4,2018,66.46,60.29,58.47,51.35
Mizoram,MZ_District_4,2019,67.83,61.53,59.09,52.38
Mizoram,MZ_District_4,2020,69.01,62.53,60.61,54.42
Mizoram,MZ_District_4,2021,69.06,64.32,62.22,56.24
Mizoram,MZ_District_4,2022,70.95,64.04,61.88,54.83
Mizoram,MZ_District_4,2023,71.92,66.43,63.95,56.5
Ladakh,LA_District_1,2018,52.09,50.33,67.42,64.19
Ladakh,LA_District_1,2019,53.45,51.78,68.08,65.58
Ladakh,LA_District_1,2020,55.53,52.39,69.72,65.84
Ladakh,LA_District_1,2021,57.25,55.7,70.53,66.91
Ladakh,LA_District_1,2022,56.62,55.79,71.7,69.82
Ladakh,LA_District_1,2023,60.88,57.99,72.1,70.12
Ladakh,LA_District_2,2018,72.15,55.49,71.49,57.91
Ladakh,LA_District_2,2019,73.09,56.99,72.6,59.32
Ladakh,LA_District_2,2020,74.4,59.03,73.55,59.71
Ladakh,LA_District_2,2021,76.15,59.3,75.38,61.44
Ladakh,LA_District_2,2022,75.95,58.91,74.6,62.41
Ladakh,LA_District_2,2023,80.73,63.61,78.57,62.81
